4|6|156
5|141|121
4|73|148
1|81|122
5|201|34
5|96|8
2|59|115
2|122|118
2|192|121
4|212|95
3|95|113
2|16|42
3|81|100
3|84|171
2|23|76
1|33|195
5|14|194
3|11|101
2|224|31
1|34|175
4|130|115
3|96|187
1|204|23
2|3|179
4|203|177
4|188|164
3|173|86
2|41|138
3|35|57
1|88|179
5|101|5
1|215|185
1|55|10
1|18|52
4|144|95
2|188|43
2|202|188
4|223|12
4|99|118
2|115|31
1|176|57
2|62|178
5|178|170
3|12|193
4|13|136
3|93|81
4|132|189
1|111|159
2|79|87
4|58|116
5|92|130
1|170|196
4|67|170
4|181|67
4|30|128
5|143|126
2|103|140
2|222|191
3|63|117
1|110|8
1|154|24
4|115|142
2|14|88
2|32|131
5|62|134
3|21|19
2|206|42
4|90|168
2|144|187
1|222|107
4|7|189
3|158|99
3|131|40
2|164|129
3|10|8
5|160|20
2|76|198
5|41|92
1|182|47
3|223|198
1|169|52
5|73|143
4|124|124
5|136|83
2|175|32
4|17|31
5|189|31
3|4|177
4|37|2
2|224|65
2|124|39
3|224|9
2|167|39
4|22|180
3|123|25
4|60|25
3|107|36
5|126|197
1|80|17
2|16|19
2|153|138
5|42|132
5|29|167
2|133|94
5|225|132
1|183|73
1|33|43
5|87|118
4|202|176
5|132|70
1|103|124
5|118|69
1|1|169
5|51|116
3|74|67
4|147|189
3|218|60
2|48|23
2|98|131
2|131|106
3|122|103
2|87|62
2|160|176
5|44|77
5|72|18
4|146|82
4|94|9
3|184|118
1|131|134
4|123|94
4|65|145
1|194|8
1|63|28
2|135|2
2|66|29
2|22|196
5|110|47
4|118|18
4|105|169
4|154|68
5|64|39
4|143|32
5|174|43
1|112|116
5|68|118
2|53|50
4|151|38
2|192|71
2|174|111
5|43|132
4|3|4
5|47|143
4|223|169
2|197|102
4|208|162
3|193|99
4|187|76
2|168|120
2|192|72
4|115|164
1|103|136
2|130|140
4|222|30
5|134|143
2|49|86
2|225|169
2|155|177
2|82|150
3|206|146
4|181|133
4|11|13
5|98|117
5|152|179
5|2|24
2|182|122
3|118|1
5|187|21
5|6|52
4|152|94
3|126|97
5|137|80
1|182|10
5|195|41
3|10|58
3|78|47
4|186|98
4|207|6
3|109|17
4|55|61
5|166|93
5|220|47
2|193|129
4|99|176
1|31|191
4|42|161
3|53|162
1|35|182
1|51|42
4|79|25
1|181|16
4|30|42
1|192|65
1|28|68
4|209|184
2|90|43
4|16|129
2|79|105
5|6|67
2|65|162
2|215|68
2|90|135
2|67|63
1|27|104
1|138|132
4|68|11
3|134|102
5|13|49
1|214|76
1|152|8
5|39|120
2|3|44
1|186|146
2|102|69
5|187|18
3|23|15
2|76|92
3|140|66
5|172|139
1|38|46
4|165|157
3|222|133
1|8|146
4|57|195
3|129|77
4|53|40
1|189|62
5|30|56
4|20|71
1|39|59
5|205|47
2|205|13
5|216|116
1|63|93
3|170|63
4|149|60
5|163|117
4|80|169
2|62|75
5|173|66
3|184|199
2|175|12
5|59|117
3|18|4
3|154|101
2|122|62
5|139|52
3|117|31
4|107|199
2|15|81
4|167|29
4|49|9
5|173|6
5|185|180
1|195|174
5|153|145
2|14|60
5|224|2
5|164|65
2|173|197
2|74|63
2|150|136
5|58|68
4|179|144
4|195|33
5|9|13
2|133|146
3|72|166
4|80|102
4|89|46
5|186|108
5|53|51
1|185|60
4|54|95
3|222|165
4|55|172
2|162|187
3|180|72
1|156|87
2|73|142
5|125|108
5|186|166
5|221|142
1|32|141
5|70|200
1|71|77
1|203|138
1|42|181
3|31|42
1|83|93
3|17|43
1|205|123
3|184|167
1|3|95
3|204|198
1|105|21
3|207|87
4|186|137
3|165|27
4|221|81
4|176|122
2|74|36
3|1|6
3|216|172
5|41|200
5|98|197
3|40|96
2|48|58
2|209|52
4|34|174
2|107|45
3|101|154
2|87|93
2|20|33
4|141|146
5|133|181
4|184|143
4|149|132
5|139|184
4|87|156
2|15|112
4|143|126
5|133|148
1|39|7
5|126|107
2|184|185
5|149|30
4|79|19
1|185|41
5|44|194
3|191|53
1|88|31
5|193|28
1|143|184
5|212|30
4|169|124
4|99|67
4|90|34
5|72|38
1|49|66
2|79|89
3|132|157
4|31|123
5|178|199
1|62|64
4|102|156
2|21|33
2|160|78
3|102|36
2|34|8
2|56|66
1|204|60
3|139|171
5|94|104
4|186|29
1|54|35
1|201|71
3|5|194
5|143|75
2|35|137
4|151|169
2|120|89
4|111|189
3|62|43
5|35|45
2|91|186
2|17|158
2|188|175
2|88|39
4|208|45
4|192|173
1|91|26
4|19|184
1|154|180
1|8|129
4|195|109
2|140|99
2|91|11
2|206|126
4|140|117
4|139|125
4|21|69
2|182|172
3|46|182
2|182|107
3|211|178
4|95|199
4|18|41
5|168|195
3|188|15
1|122|163
4|90|87
1|176|23
2|37|125
5|71|55
1|143|130
3|200|53
3|9|134
1|139|164
1|93|166
2|184|37
4|97|63
3|190|176
5|203|178
2|110|28
4|203|170
1|102|24
4|113|19
1|152|152
1|123|15
2|146|69
1|86|82
5|225|148
1|85|34
2|132|167
1|58|194
2|214|176
5|152|11
5|183|59
3|152|112
1|152|113
3|101|137
5|46|190
1|220|90
1|207|124
1|130|164
2|5|137
2|176|193
3|133|36
5|214|117
5|83|16
4|170|199
1|32|55
5|171|21
1|128|8
1|178|9
5|23|110
4|21|41
3|179|179
1|121|118
2|48|106
1|114|113
3|29|41
3|24|179
1|12|17
5|157|124
5|119|64
1|90|88
5|163|156
4|185|45
2|73|145
3|224|97
4|145|126
4|90|153
2|70|126
3|26|190
5|174|24
2|16|159
1|47|31
3|3|5
3|54|123
5|59|2
3|204|136
1|178|103
2|205|131
2|34|151
3|34|45
1|186|175
2|27|46
1|208|21
4|6|170
5|199|48
2|92|65
3|164|94
2|177|41
1|86|53
4|159|19
3|210|127
3|88|84
5|70|117
1|31|24
2|214|194
2|121|23
4|82|41
5|23|82
4|9|97
5|123|107
1|24|41
4|10|11
4|59|34
1|1|185
2|122|41
1|43|152
1|27|106
1|73|33
5|151|48
1|16|98
1|87|187
5|21|190
5|185|193
5|111|124
5|223|81
2|122|199
3|45|194
2|140|161
3|164|126
4|223|189
3|53|44
5|192|74
2|181|35
3|90|8
3|78|11
2|181|46
5|88|113
5|188|189
1|215|155
3|61|181
2|36|147
5|41|5
4|26|199
3|58|34
1|152|186
2|43|57
4|203|7
4|81|60
2|208|49
2|200|103
3|81|123
4|74|81
5|199|131
1|133|156
4|1|83
1|212|101
4|38|111
4|113|121
5|89|120
2|179|30
2|39|186
5|189|170
3|168|149
5|12|31
2|214|144
1|162|90
2|132|10
3|218|63
4|147|83
2|153|13
2|32|2
1|129|11
3|82|98
2|89|44
4|172|1
3|162|199
5|138|70
3|143|64
2|55|179
1|172|133
3|188|152
2|174|66
3|190|36
3|108|11
3|24|92
2|141|19
3|114|111
1|200|75
5|200|180
4|79|175
4|70|40
4|130|35
3|98|32
4|185|45
3|40|187
2|182|127
5|153|93
1|63|79
3|56|119
5|218|82
2|171|111
4|118|45
3|103|71
1|60|46
5|93|34
4|122|61
1|79|182
3|218|96
4|29|166
3|182|82
5|198|83
2|67|200
4|206|138
3|74|58
1|196|116
5|168|59
1|148|162
3|174|20
2|45|65
5|209|179
3|197|64
5|113|80
2|217|147
3|83|46
3|44|158
3|121|108
4|56|149
2|66|76
3|222|20
3|86|141
4|164|49
3|7|158
3|171|75
2|50|172
2|106|13
1|4|67
3|114|107
3|225|186
1|148|68
3|80|8
2|86|71
3|161|10
3|165|27
1|132|31
4|215|181
3|25|26
3|30|87
1|128|139
2|180|5
2|111|86
3|12|17
4|132|117
4|147|175
5|204|127
1|218|163
1|138|58
1|168|96
4|29|155
4|186|182
2|40|158
4|20|197
4|151|144
1|117|107
4|112|63
2|220|123
5|212|54
4|210|66
3|62|187
4|157|151
4|168|50
1|132|146
4|85|199
2|63|194
2|54|23
2|193|167
1|61|33
1|158|183
5|62|17
4|118|119
1|164|124
4|108|45
4|10|55
2|29|107
4|128|136
3|77|108
2|200|77
4|70|198
4|5|137
1|134|100
5|220|16
2|153|64
3|217|194
2|44|92
2|12|88
4|30|99
4|10|137
3|75|66
4|178|65
5|221|168
5|47|55
1|151|70
2|106|143
5|196|107
2|20|178
4|184|48
1|177|105
1|96|121
1|120|117
5|222|6
1|178|82
4|191|189
4|100|87
5|51|146
1|219|103
4|9|131
5|218|22
5|66|93
2|64|64
3|18|61
4|59|73
4|138|161
3|64|82
3|196|97
3|84|128
4|18|50
3|48|75
1|128|52
5|88|36
5|173|58
4|26|24
2|124|117
2|163|29
5|15|181
2|51|88
4|166|171
4|102|47
3|140|173
3|18|173
1|163|185
4|70|34
5|11|71
5|63|112
2|15|56
1|187|61
2|60|178
2|194|12
1|118|1
2|7|121
1|114|145
4|160|112
5|210|166
2|155|32
2|16|156
4|14|89
1|174|149
2|103|104
4|215|193
2|45|11
5|66|29
2|93|113
3|161|82
4|225|165
3|158|86
3|94|156
4|199|124
5|202|2
4|14|97
3|205|146
1|21|23
4|159|185
1|170|55
1|147|80
3|101|100
4|195|185
1|210|100
2|137|172
1|72|25
3|86|1
2|81|70
5|175|9
2|96|93
1|101|167
5|108|99
1|79|63
2|161|39
5|44|79
1|63|23
5|221|15
5|39|87
4|97|121
4|219|38
5|68|129
3|148|5
2|124|155
5|10|11
1|104|111
5|94|21
3|164|50
2|119|84
4|9|22
1|51|11
1|117|49
2|52|137
1|168|34
4|180|77
1|27|89
5|220|102
4|172|7
2|47|200
4|119|24
1|38|185
2|89|39
5|118|45
1|72|165
5|183|123
1|7|16
5|195|155
3|40|200
1|115|186
1|101|121
1|178|11
2|85|146
1|203|22
3|175|162
5|168|109
4|158|77
1|51|149
4|138|68
4|11|70
1|82|131
1|49|108
3|177|24
2|6|174
4|204|187
5|156|75
2|175|86
3|129|194
4|111|79
5|76|196
1|145|157
3|220|117
5|206|171
5|18|127
5|132|46
5|69|103
4|178|184
1|49|18
5|108|121
1|11|98
1|170|176
2|190|93
4|163|186
3|100|173
5|205|128
2|104|2
1|10|76
1|207|42
3|207|46
3|77|171
3|127|155
5|206|57
1|116|166
4|148|155
2|138|126
4|50|148
3|9|188
3|103|27
5|103|58
2|96|33
1|213|97
5|67|173
2|119|164
4|161|3
3|131|102
4|82|99
2|202|14
4|168|21
2|109|60
2|12|123
3|212|137
5|149|157
3|153|36
5|91|161
5|77|115
3|131|93
4|192|81
5|9|116
1|37|126
5|48|121
3|202|81
4|126|199
2|119|190
4|110|184
3|199|37
5|198|127
5|1|123
3|33|130
4|98|22
3|96|29
4|188|117
5|136|98
4|83|185
1|53|1
3|108|9
1|32|62
3|92|3
1|14|87
2|186|37
2|36|134
1|90|118
2|140|107
2|152|183
5|74|46
4|139|148
4|205|153
1|97|39
2|128|6
2|110|68
5|71|104
5|217|195
1|151|143
3|114|133
3|150|58
3|211|106
5|167|193
4|147|70
2|51|144
1|60|41
4|192|38
1|119|145
2|129|144
3|78|136
3|175|194
4|12|122
4|188|105
1|139|195
2|40|43
3|190|19
1|24|100
4|46|64
4|184|107
4|62|150
4|121|69
4|204|185
3|109|119
5|171|26
3|211|158
4|201|79
4|30|181
2|202|122
2|186|185
2|55|78
1|64|144
1|35|63
1|106|23
5|77|7
1|180|174
5|79|59
4|60|33
1|135|127
3|13|155
5|184|56
1|202|157
5|126|120
4|87|66
4|33|134
3|157|143
5|179|11
5|176|69
1|69|180
3|182|59
2|74|42
2|180|75
1|11|25
4|197|168
4|80|29
4|141|105
4|87|63
1|75|66
5|19|154
2|52|16
1|207|135
3|6|45
5|47|70
4|161|149
5|119|182
2|145|144
2|174|175
5|105|131
2|6|134
3|181|43
1|15|78
5|37|46
2|129|1
3|84|57
1|185|5
5|44|175
4|32|170
4|24|187
1|37|1
4|109|62
1|64|113
4|15|73
1|14|40
3|10|188
1|105|196
1|14|56
5|93|61
2|176|15
1|66|35
4|208|128
2|173|99
5|46|164
2|83|19
4|156|31
4|145|58
2|107|89
3|161|63
2|181|162
5|50|55
2|94|170
5|31|91
1|217|97
1|53|100
2|124|108
3|163|2
1|168|105
1|213|78
4|126|73
1|173|11
2|189|74
2|168|155
2|84|165
4|172|198
3|117|22
4|119|57
2|19|108
3|142|106
1|110|86
3|1|150
1|41|91
5|211|108
3|96|121
1|137|34
5|33|99
4|37|49
1|199|9
5|193|127
1|84|157
2|163|31
4|186|46
4|114|106
5|156|6
1|33|53
1|58|117
3|152|96
2|110|170
5|219|111
5|29|187
1|36|99
5|11|24
2|92|154
3|196|49
4|62|98
4|158|83
1|57|168
3|46|9
2|213|56
1|224|8
3|213|98
2|218|97
2|207|190
4|90|4
1|218|165
3|45|113
5|199|137
2|199|46
5|122|96
1|184|36
2|40|101
1|134|20
1|9|164
3|98|136
4|24|156
3|202|83
3|205|179
3|177|200
3|219|115
3|188|87
2|3|66
2|58|25
4|5|88
4|159|171
2|119|147
3|162|139
5|215|25
4|66|111
1|122|19
5|114|16
3|182|29
2|177|159
1|19|91
1|61|133
2|219|71
2|217|101
2|65|64
4|197|63
2|202|12
3|80|160
5|201|142
5|84|47
4|149|47
3|136|16
2|64|112
4|140|73
2|28|191
1|108|57
4|224|199
2|197|164
1|158|146
4|133|22
1|177|15
5|20|160
1|32|107
5|154|168
4|146|7
2|28|110
4|68|58
2|196|66
5|58|109
2|222|112
3|114|162
2|195|167
2|99|16
3|203|80
5|225|50
4|207|193
5|149|16
5|185|49
2|74|37
5|80|39
1|169|62
3|195|175
2|163|134
5|78|109
4|33|124
5|77|195
5|12|89
1|156|113
5|191|32
1|166|11
4|218|71
1|107|185
2|192|46
1|2|64
1|138|195
2|203|15
1|89|96
1|47|37
5|173|160
5|155|91
4|175|66
5|35|29
2|50|49
3|212|97
3|162|172
1|152|185
3|26|170
1|136|48
5|45|60
1|178|107
1|28|90
1|154|28
4|176|33
5|161|42
1|215|193
5|187|143
4|100|62
1|161|200
3|174|8
2|209|66
3|110|110
2|50|153
4|6|185
5|69|77
3|70|166
5|169|138
5|20|62
2|64|186
1|65|171
1|71|191
4|123|38
5|7|1
3|96|178
3|164|12
3|216|58
5|6|9
5|66|158
4|37|36
5|75|99
5|118|1
1|168|189
2|86|26
3|167|23
2|87|175
3|134|165
2|44|8
4|198|63
1|32|84
1|212|28
1|19|51
2|194|47
5|39|42
2|131|32
2|143|101
1|150|97
2|149|59
2|210|117
4|120|187
5|158|82
2|151|57
3|136|28
2|52|183
3|19|70
5|41|57
2|134|56
2|191|161
5|217|138
1|210|178
4|202|129
1|84|168
4|15|157
2|105|151
1|109|9
5|93|170
1|124|178
3|41|78
5|6|16
1|153|35
5|83|130
1|212|115
2|26|157
5|145|168
2|74|70
3|210|187
3|104|131
4|35|27
5|129|53
2|193|158
4|112|17
2|133|162
1|67|42
5|149|170
2|213|171
5|219|173
2|35|134
5|171|49
3|67|44
3|54|29
1|26|20
4|137|19
2|183|118
4|105|132
2|173|114
4|16|6
1|71|74
3|224|147
3|103|40
5|47|35
1|150|14
2|178|189
2|136|85
2|157|30
4|50|182
4|72|62
3|191|95
1|7|118
4|170|86
3|82|85
5|136|187
3|99|137
5|183|129
5|127|35
1|181|107
1|221|103
3|91|113
2|125|14
1|5|165
1|97|31
3|30|183
2|41|76
5|72|73
1|57|188
5|169|58
4|222|18
1|178|19
1|137|26
1|12|150
5|34|87
4|50|156
2|177|131
2|81|63
4|106|36
4|12|29
4|187|183
5|42|185
1|174|172
5|157|135
5|193|52
2|219|99
4|64|194
4|170|82
2|25|8
4|172|24
5|136|134
4|66|135
2|223|84
4|95|31
2|169|92
4|24|82
5|183|114
5|58|126
1|30|115
2|167|7
5|132|1
5|25|118
1|183|154
5|135|27
4|179|79
3|7|79
3|85|121
5|149|39
4|92|56
4|93|129
2|135|99
5|45|155
5|103|23
5|61|199
2|188|144
2|86|200
5|80|131
2|59|64
2|117|23
3|95|98
3|59|178
5|210|111
1|4|53
1|225|121
4|62|55
3|72|81
5|215|194
5|50|199
4|67|187
2|66|85
3|66|85
5|114|163
4|153|161
2|151|98
5|97|3
1|15|4
1|130|20
1|98|193
4|52|42
2|158|42
5|129|61
1|124|199
2|81|185
3|13|18
2|75|61
2|63|50
2|106|192
1|194|141
1|183|48
3|67|80
2|115|186
2|76|63
2|12|24
4|44|39
1|182|94
4|183|159
2|151|192
3|172|115
1|66|124
1|64|87
4|95|11
1|64|168
4|58|74
5|110|4
3|122|187
5|180|47
1|91|89
5|135|42
3|30|106
5|209|177
5|108|1
2|177|46
4|10|4
4|152|87
5|94|110
3|51|138
3|99|93
3|225|68
1|206|180
4|41|112
5|116|19
5|165|75
4|208|14
4|177|144
5|83|27
1|102|96
1|116|32
4|87|170
3|77|31
1|36|98
4|137|2
3|78|164
3|83|38
3|34|113
1|176|166
3|204|37
4|65|130
5|219|86
5|59|47
2|49|128
4|189|84
2|102|78
2|222|179
2|50|88
2|134|2
2|224|125
4|219|118
4|23|192
2|123|104
5|208|20
4|67|52
5|104|21
2|220|178
3|25|48
5|12|159
4|61|19
5|223|181
4|29|43
4|84|57
3|114|153
1|7|5
1|167|54
1|47|5
3|208|125
3|130|164
4|167|200
3|107|197
1|208|173
3|129|22
3|169|48
4|54|12
5|21|2
4|160|76
2|23|168
3|165|105
1|79|107
1|119|118
5|25|91
5|39|105
2|27|51
2|32|137
5|216|65
4|10|173
5|210|189
5|190|42
2|216|3
1|139|103
2|176|44
5|9|177
1|45|53
2|190|132
1|23|199
5|100|6
4|130|114
2|218|149
4|129|74
3|179|135
5|221|149
5|186|43
2|205|119
2|79|54
3|168|150
4|141|142
4|73|77
4|90|119
4|92|33
3|170|20
2|85|108
4|195|134
5|34|2
3|27|200
2|72|22
2|197|74
5|173|167
3|100|86
1|35|7
5|208|195
4|217|134
3|158|24
5|94|14
3|49|154
2|198|60
4|69|67
1|56|19
4|122|158
5|111|1
3|139|60
5|201|59
2|48|93
5|119|128
3|140|117
4|13|18
3|49|4
1|56|28
5|216|113
4|221|62
5|156|135
3|175|58
3|156|177
2|162|104
5|130|153
2|202|81
4|21|176
1|16|33
1|179|162
1|202|111
2|120|10
4|203|189
4|169|86
3|202|62
1|91|175
2|93|169
4|73|158
5|93|140
2|50|140
1|128|37
2|173|189
4|77|7
1|69|149
2|106|178
4|50|150
2|222|181
5|190|168
5|187|135
3|86|183
1|149|93
5|14|11
1|61|45
5|103|55
1|52|122
3|18|60
2|87|10
4|157|112
1|67|104
2|25|124
3|51|179
1|34|157
5|48|45
5|92|129
1|219|144
2|1|185
3|184|91
3|182|169
1|92|139
1|184|91
4|190|11
2|132|77
1|121|98
3|4|119
5|195|15
4|11|19
1|135|38
1|45|15
1|191|28
4|49|11
3|136|66
2|133|77
1|13|63
1|87|20
2|110|177
5|207|123
3|201|75
5|168|42
3|113|189
3|141|43
1|160|179
2|41|80
4|24|16
2|137|149
2|39|127
4|113|185
4|82|113
5|185|180
5|103|33
2|59|122
3|99|5
3|189|107
1|217|11
1|61|173
1|46|11
1|120|21
5|190|169
3|159|3
4|45|44
2|199|144
3|186|139
3|78|153
1|40|164
1|21|132
2|11|161
2|97|188
2|15|49
2|14|13
5|148|70
5|145|130
5|195|138
5|214|15
2|30|165
1|59|111
1|39|120
4|108|111
1|20|68
2|167|9
2|209|147
5|112|29
2|16|6
2|34|108
3|74|131
1|70|35
3|191|177
5|167|194
1|168|76
2|223|190
2|179|24
1|151|152
4|116|21
3|141|139
4|100|189
4|181|106
2|192|164
3|147|107
2|164|83
2|83|149
1|170|17
4|100|58
3|36|194
2|83|193
5|147|196
1|31|57
1|91|99
3|163|36
4|121|189
3|174|148
5|161|38
5|8|112
5|177|43
3|58|140
2|147|172
2|51|167
2|154|84
5|166|22
1|21|169
1|11|55
5|194|68
4|223|15
2|139|74
5|197|60
4|112|148
4|148|65
2|122|112
1|139|184
1|210|85
5|139|193
4|62|113
4|116|156
2|203|36
1|96|30
4|222|64
4|125|153
4|143|12
3|110|63
2|144|4
2|64|23
5|178|130
3|200|60
3|207|73
5|114|153
2|25|8
2|3|32
1|210|89
3|66|131
3|220|126
3|25|60
3|62|149
1|122|117
5|52|21
3|145|79
5|67|60
2|179|156
1|30|7
2|128|93
5|30|126
1|185|50
4|189|74
2|204|124
4|147|123
4|167|138
2|224|111
3|3|43
2|69|134
2|113|133
1|199|47
5|133|7
4|88|165
4|61|177
1|153|70
4|76|43
5|13|129
4|108|75
4|17|32
1|21|123
1|45|109
1|121|61
3|21|126
2|126|141
5|106|38
4|187|91
4|163|105
5|114|167
4|109|137
4|168|25
5|84|45
1|213|17
4|54|154
1|87|87
2|140|89
2|108|57
3|107|192
4|8|196
2|160|177
4|4|45
5|163|183
5|201|160
2|142|54
4|204|6
2|218|157
1|56|15
5|179|199
4|99|195
5|179|168
5|68|100
5|159|6
2|225|180
1|3|156
1|213|176
2|174|108
2|17|138
5|167|169
4|24|30
2|12|6
4|44|48
4|155|20
1|89|148
2|22|86
1|2|124
5|196|174
4|157|188
2|162|10
3|66|14
2|223|120
5|13|9
4|94|161
4|215|152
1|116|36
2|145|130
2|155|126
4|40|60
5|112|120
3|199|185
1|212|123
4|127|133
5|107|187
2|44|1
1|173|1
2|216|196
5|22|171
5|67|38
1|7|137
4|177|33
5|141|197
1|148|93
5|187|195
2|16|149
4|163|41
1|110|23
3|53|109
4|79|140
5|107|60
3|45|175
3|92|60
1|197|97
2|97|182
3|25|48
4|134|76
5|141|72
3|78|152
2|190|65
3|109|141
1|218|43
3|11|111
5|111|102
1|147|155
5|53|123
4|124|125
3|166|19
1|114|2
4|2|80
3|202|155
2|91|111
2|189|119
5|33|44
4|194|1
1|50|35
3|188|184
2|150|194
5|27|192
5|92|11
5|10|6
4|30|101
1|65|101
2|133|194
2|166|16
2|196|140
3|179|194
3|142|132
2|83|30
3|133|19
4|159|73
4|164|195
5|169|16
1|123|176
5|3|130
5|77|34
1|21|197
2|106|181
2|212|156
1|86|122
5|114|12
2|199|119
4|46|64
5|192|152
1|164|134
4|105|75
3|78|104
5|204|139
4|91|163
1|128|172
1|204|193
2|78|106
4|2|65
5|106|42
5|50|151
3|56|182
4|83|3
5|103|6
1|92|59
1|71|147
1|125|133
2|103|127
4|126|66
3|211|103
1|206|162
1|215|107
2|32|21
1|63|163
2|221|143
3|64|104
4|137|123
1|16|168
3|137|59
3|181|25
3|179|200
4|116|44
5|53|194
2|82|47
4|208|6
2|164|115
5|195|82
1|125|70
4|221|116
5|75|136
2|199|51
1|51|94
3|128|88
5|21|19
2|80|96
1|57|150
5|191|118
1|216|180
3|36|171
1|121|194
4|217|55
3|202|150
1|145|117
3|84|28
1|213|172
1|162|25
1|37|167
3|19|155
1|103|12
3|26|107
2|126|130
1|193|53
2|160|83
4|45|93
4|126|197
1|84|195
5|58|173
4|160|29
3|191|128
2|23|69
5|4|117
4|159|64
3|7|26
3|203|163
2|197|36
2|87|6
2|109|102
3|142|200
1|79|63
4|152|2
5|112|120
2|197|184
1|100|28
2|71|125
1|73|179
5|163|35
4|37|1
4|48|150
4|223|189
5|74|9
3|154|34
4|172|189
2|28|180
1|171|131
5|71|71
4|202|110
1|42|60
5|34|95
1|11|50
5|31|30
3|27|127
5|39|59
3|71|183
2|106|176
5|73|109
3|61|25
2|47|5
2|132|92
1|10|74
3|15|3
5|42|38
3|93|141
1|20|24
4|30|136
2|189|110
2|138|58
3|175|59
4|216|28
3|202|83
2|184|180
4|61|181
4|212|115
4|104|124
3|35|3
1|142|122
5|179|199
1|120|41
3|107|2
2|206|84
5|165|196
1|190|177
1|35|115
3|222|142
4|72|200
5|14|21
3|76|112
5|212|35
3|14|50
4|66|92
4|172|151
3|58|192
5|50|50
2|3|18
5|210|32
1|197|73
3|168|7
4|126|184
4|11|195
4|143|81
2|127|65
2|76|66
2|61|182
4|161|170
2|185|139
3|151|142
5|70|156
4|26|149
2|43|151
3|53|101
2|219|31
5|183|171
3|179|21
5|128|124
3|46|3
1|16|82
4|152|110
5|155|64
1|98|66
2|89|98
4|1|129
3|37|185
2|17|38
5|143|120
3|39|165
2|54|151
3|91|81
5|162|146
1|36|34
5|129|9
4|83|139
1|168|200
3|122|28
4|148|23
1|108|13
4|153|30
1|211|182
5|90|166
4|121|79
5|27|26
2|149|199
3|119|127
3|95|102
1|128|166
5|196|92
1|21|104
5|213|50
3|184|199
4|73|78
3|71|170
5|71|32
1|23|116
3|179|114
4|165|71
2|105|9
5|211|125
1|166|47
5|37|13
5|52|86
4|26|187
1|153|145
1|200|184
5|68|174
2|49|190
3|159|41
1|221|150
3|155|133
4|142|23
5|91|58
1|120|122
1|168|39
2|99|114
1|159|79
3|102|109
2|80|6
3|42|121
2|28|21
4|41|39
2|55|85
5|46|68
5|67|141
5|34|81
3|152|14
5|91|25
5|5|188
2|173|47
1|71|63
3|224|59
5|2|95
3|137|49
1|119|69
1|61|135
4|104|173
3|59|62
4|200|36
2|22|118
2|54|74
5|95|51
3|141|161
3|36|56
2|100|184
3|53|162
5|66|24
5|192|2
2|173|122
5|100|20
4|126|104
1|115|104
3|35|131
1|216|141
5|132|195
5|201|123
2|167|10
5|155|174
5|101|92
4|42|29
2|214|24
5|77|76
1|35|200
5|90|33
3|104|31
4|124|24
2|45|20
2|175|1
1|12|4
1|81|2
3|65|114
1|62|104
5|29|140
4|193|195
2|14|134
4|184|53
1|222|97
4|25|179
2|110|127
5|53|73
4|220|199
3|165|84
3|217|13
4|116|58
5|92|88
2|65|45
1|104|4
2|153|180
5|122|129
5|119|93
1|37|28
1|127|47
4|106|56
